browserInfo,osInfo,timeSincePageLoad,modified,uuid,stallDiffsString,videoId,timestamp,totalWatchTimeSeconds,watchRangeFrames,watchRangeSeconds,stallTimesString,bufferSamplesString,networkPeriodsString,segmentDownloadsString
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",Win32,5.537,1,56329467-babb-4d75-bb58-70f3906369fe,"[6201,3170,2835,26,24,13]",DsG6WrUiKEM,2026-04-13 05:11:42,250.853316,"[[6,667,240],[673,680,240],[687,1132,144],[1136,1468,480],[1560,2612,480],[2618,2659,480]]","[[0.059687,50.657435,240],[50.913502,51.182425,240],[51.453596,69.251974,144],[69.398096,148.640924,480],[188.332063,248.98153,480],[249.238464,250.853316,480]]","[36.252856,141.148514,188.332063,213.483625,224.792079,246.629093]","[[0,0],[0.218,0.182],[0.718,0],[1.218,0.462],[1.717,1.684],[2.22,1.38],[2.731,2.23],[3.222,1.818],[3.72,1.32],[4.222,1.498],[4.723,1.317],[5.221,2.419],[5.716,3.345],[6.223,3.257],[6.723,2.797],[7.222,2.579],[7.727,2.614],[8.154,2.646],[36.253,0],[36.253,0],[36.253,0],[36.253,0],[36.253,0],[36.253,0],[36.253,0],[36.253,0],[36.253,0],[36.253,0],[36.253,0],[36.253,0],[36.421,1.38],[36.92,1.2],[37.424,0.736],[37.923,1.517],[38.424,1.016],[38.915,1.805],[39.42,3.081],[39.923,2.917],[40.422,3.138],[40.909,3.291],[41.417,3.423],[41.919,3.762],[42.417,4.343],[42.918,3.842],[43.416,3.984],[43.922,5.398],[44.42,4.94],[44.913,5.548],[45.413,5.227],[45.914,4.726],[46.414,6.146],[46.91,6.93],[47.415,6.905],[47.915,7.005],[48.416,6.504],[48.916,6.004],[49.416,5.504],[49.917,5.003],[50.412,4.508],[50.913,4.007],[51.425,3.535],[51.918,7.922],[52.419,8.702],[52.919,8.281],[53.409,7.791],[53.908,7.292],[54.409,6.791],[54.909,6.291],[55.41,5.79],[55.922,7.238],[56.408,10.872],[56.913,12.327],[57.411,12.91],[57.91,13.931],[58.42,14.3],[58.908,13.812],[59.408,13.312],[59.908,12.812],[60.409,12.311],[60.909,11.851],[61.408,14.232],[61.91,17.01],[62.411,16.509],[62.911,16.009],[63.408,15.512],[63.915,15.005],[64.408,14.512],[64.919,14.001],[65.421,24.86],[65.923,25.277],[66.409,26.111],[66.926,34.235],[67.409,36.791],[67.909,36.291],[68.445,35.755],[68.91,35.29],[69.398,34.802],[141.149,0],[141.149,0],[141.149,0],[141.149,0],[141.149,0],[141.149,0],[141.293,0.347],[141.797,1.763],[142.284,3.196],[142.787,4.813],[143.285,5.635],[143.784,6.136],[144.284,6.916],[144.797,8.803],[145.293,9.507],[145.801,10.119],[146.287,10.913],[146.789,12.811],[147.285,12.315],[147.783,11.817],[148.287,11.313],[188.332,0],[188.332,0],[188.332,0],[188.332,0],[188.332,0],[188.332,0],[188.432,0.848],[188.939,2.421],[189.427,3.213],[189.928,3.992],[190.43,4.77],[190.928,5.352],[191.429,6.131],[191.931,7.469],[192.43,7.93],[192.926,8.394],[193.434,9.406],[193.935,10.185],[194.426,10.974],[194.935,12.665],[195.436,12.164],[195.933,11.707],[196.436,13.124],[196.938,12.622],[197.437,12.763],[197.927,13.953],[198.434,15.126],[198.935,15.465],[199.435,16.885],[199.937,18.303],[200.441,19.079],[200.936,18.584],[201.439,19.841],[201.927,20.673],[202.428,21.892],[202.926,23.074],[213.648,13.472],[214.139,13.021],[214.638,15.002],[215.153,14.848],[215.639,17.042],[216.037,16.963],[225.171,8.189],[225.666,11.014],[226.166,11.834],[226.666,12.854],[227.166,14.154],[227.666,13.654],[228.169,13.151],[228.677,12.683],[229.166,14.834],[229.677,16.803],[230.166,18.674],[230.673,19.967],[231.167,19.473],[231.671,18.969],[232.042,18.598],[246.992,3.648],[247.484,4.476],[247.985,7.575],[248.487,7.534],[248.986,7.035],[249.49,6.531],[249.994,6.027],[250.49,5.531],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168],[250.853,5.168]]","[{""duration_ms"":5000,""bandwidth_kbps"":354.8,""latency_ms"":61.8},{""duration_ms"":5000,""bandwidth_kbps"":362.4,""latency_ms"":75.6},{""duration_ms"":5000,""bandwidth_kbps"":1236.1,""latency_ms"":52.7},{""duration_ms"":5000,""bandwidth_kbps"":1346.5,""latency_ms"":54.6},{""duration_ms"":5000,""bandwidth_kbps"":1341.6,""latency_ms"":53.2},{""duration_ms"":5000,""bandwidth_kbps"":1328,""latency_ms"":46.2},{""duration_ms"":5000,""bandwidth_kbps"":1280.5,""latency_ms"":62.1},{""duration_ms"":5000,""bandwidth_kbps"":1133.1,""latency_ms"":65.7},{""duration_ms"":5000,""bandwidth_kbps"":859.1,""latency_ms"":47}]","[{""videoTime"":49.917,""quality"":""small"",""transferBytes"":846889,""downloadMs"":19093.6,""latencyMs"":61.8,""bandwidthKbps"":354.8},{""videoTime"":64.919,""quality"":""tiny"",""transferBytes"":690769,""downloadMs"":15249.1,""latencyMs"":75.6,""bandwidthKbps"":362.4},{""videoTime"":68.91,""quality"":""tiny"",""transferBytes"":668555,""downloadMs"":4327,""latencyMs"":52.7,""bandwidthKbps"":1236.1},{""videoTime"":148.287,""quality"":""large"",""transferBytes"":1606284,""downloadMs"":9543.5,""latencyMs"":54.6,""bandwidthKbps"":1346.5},{""videoTime"":195.933,""quality"":""large"",""transferBytes"":1609583,""downloadMs"":9598,""latencyMs"":53.2,""bandwidthKbps"":1341.6},{""videoTime"":214.139,""quality"":""large"",""transferBytes"":1328503,""downloadMs"":8002.8,""latencyMs"":46.2,""bandwidthKbps"":1328},{""videoTime"":228.678,""quality"":""large"",""transferBytes"":973921,""downloadMs"":6084.8,""latencyMs"":62.1,""bandwidthKbps"":1280.5},{""videoTime"":231.672,""quality"":""large"",""transferBytes"":426928,""downloadMs"":3014.3,""latencyMs"":65.7,""bandwidthKbps"":1133.1},{""videoTime"":248.986,""quality"":""large"",""transferBytes"":161571,""downloadMs"":1504.6,""latencyMs"":47,""bandwidthKbps"":859.1}]"
